Nr;Gemeinde;Wohnort;  Männer  ;  Frauen  ; Deutsche ;Ausländer;u. 20 J.;20 - u 25 J.;55 J. u älter;Arbeitsort;"Wohnort
gleich
Arbeitsort";Einpendler;Auspendler;"Zahl 
der 
Betriebe";;;
05515000;Münster, Stadt;119,802;61,077;58,725;108,904;10,830;1,556;10,435;22,059;172,362;87,996;84,296;31,792;8,155;;;
;;;;;;;;;;;;;;;;;
05554004;Ahaus, Stadt;16,535;9,511;7,024;15,586;947;592;1,761;3,176;20,349;9,057;11,284;7,477;1,203;;;
05554008;Bocholt, Stadt;29,326;16,438;12,888;27,463;1,853;758;2,638;5,995;31,769;18,395;13,365;10,930;1,954;;;
05554012;Borken, Stadt;17,122;9,542;7,580;16,131;978;489;1,577;3,644;19,625;8,114;11,505;9,007;1,170;;;
05554016;Gescher, Glockenstadt;7,584;4,341;3,243;7,261;322;202;723;1,648;8,138;3,032;5,098;4,551;425;;;
05554020;Gronau (Westf.), Stadt;17,747;10,123;7,624;15,790;1,939;520;1,829;3,418;16,874;10,487;6,376;7,259;1,131;;;
05554024;Heek;3,706;2,167;1,539;3,510;193;173;381;614;2,869;992;1,874;2,714;246;;;
05554028;Heiden;3,376;1,925;1,451;3,253;120;107;328;705;2,347;680;1,665;2,696;210;;;
05554032;Isselburg, Stadt;4,199;2,446;1,753;3,882;315;131;369;848;3,720;1,212;2,508;2,986;242;;;
05554036;Legden;3,144;1,795;1,349;2,877;267;120;310;556;2,070;768;1,301;2,375;172;;;
05554040;Raesfeld;4,521;2,582;1,939;4,343;177;122;410;969;2,755;1,186;1,568;3,335;336;;;
05554044;Reken;6,145;3,422;2,723;5,912;230;168;560;1,282;4,457;1,830;2,625;4,315;352;;;
05554048;Rhede, Stadt;8,108;4,556;3,552;7,747;356;260;676;1,629;6,932;2,472;4,458;5,636;498;;;
05554052;Schöppingen;3,025;1,741;1,284;2,607;416;84;280;616;2,240;911;1,328;2,114;173;;;
05554056;Stadtlohn, Stadt;8,866;5,206;3,660;8,239;624;289;874;1,689;8,058;3,594;4,464;5,269;591;;;
05554060;Südlohn;3,915;2,236;1,679;3,700;207;130;354;807;3,239;1,187;2,049;2,728;252;;;
05554064;Velen, Stadt;5,510;3,215;2,295;5,330;179;199;545;1,146;2,985;1,175;1,810;4,335;327;;;
05554068;Vreden, Stadt;9,960;5,816;4,144;9,553;406;378;1,031;1,938;10,501;5,493;5,005;4,467;570;;;
;;;;;;;;;;;;;;;;;
05554;Borken;152,789;87,062;65,727;143,184;9,529;4,722;14,646;30,680;148,928;118,315;30,553;34,464;9,852;;;
;;;;;;;;;;;;;;;;;
05558004;Ascheberg;6,398;3,478;2,920;6,096;302;158;518;1,442;4,146;1,546;2,595;4,851;385;;;
05558008;Billerbeck, Stadt;4,822;2,568;2,254;4,619;202;121;464;1,008;3,511;1,240;2,270;3,582;320;;;
05558012;Coesfeld, Stadt;15,628;8,530;7,098;14,565;1,057;379;1,424;3,367;18,860;7,285;11,566;8,343;1,055;;;
05558016;Dülmen, Stadt;18,998;10,192;8,806;18,048;942;429;1,651;4,289;13,573;7,541;6,026;11,457;1,091;;;
05558020;Havixbeck;4,661;2,373;2,288;4,445;216;101;360;1,170;2,739;884;1,855;3,776;255;;;
05558024;Lüdinghausen, Stadt;9,644;5,208;4,436;9,117;526;195;826;2,156;7,731;3,212;4,516;6,432;722;;;
05558028;Nordkirchen;4,104;2,236;1,868;3,990;114;106;343;939;3,575;838;2,736;3,266;242;;;
05558032;Nottuln;7,999;4,216;3,783;7,590;405;146;637;1,943;4,616;1,545;3,070;6,454;454;;;
05558036;Olfen, Stadt;5,092;2,755;2,337;4,958;133;95;389;1,182;3,623;868;2,746;4,223;305;;;
05558040;Rosendahl;5,000;2,858;2,142;4,596;400;167;463;1,020;2,990;996;1,993;4,004;273;;;
05558044;Senden;8,379;4,478;3,901;7,947;427;178;637;2,019;5,164;1,704;3,457;6,674;569;;;
;;;;;;;;;;;;;;;;;
05558;Coesfeld;90,725;48,892;41,833;85,971;4,724;2,075;7,712;20,535;70,528;45,787;24,702;44,934;5,671;;;
;;;;;;;;;;;;;;;;;
05562004;Castrop-Rauxel, Stadt;26,937;14,541;12,396;24,790;2,134;416;2,092;5,743;15,864;6,995;8,866;19,941;1,457;;;
05562008;Datteln, Stadt;13,184;7,160;6,024;11,926;1,251;210;1,077;2,804;10,272;3,706;6,563;9,478;742;;;
05562012;Dorsten, Stadt;27,400;15,042;12,358;25,983;1,399;529;2,223;5,895;19,399;9,546;9,851;17,851;1,786;;;
05562014;Gladbeck, Stadt;25,780;14,735;11,045;22,889;2,857;519;2,365;5,009;17,395;7,143;10,248;18,637;1,328;;;
05562016;Haltern am See, Stadt;14,680;7,955;6,725;14,173;503;303;1,049;3,315;8,105;3,982;4,119;10,698;867;;;
05562020;Herten, Stadt;21,218;11,678;9,540;18,375;2,824;382;1,944;4,363;18,004;5,513;12,483;15,702;1,185;;;
05562024;Marl, Stadt;30,153;16,747;13,406;27,283;2,851;572;2,597;6,208;28,993;11,135;17,841;19,017;1,489;;;
05562028;Oer-Erkenschwick, Stadt;11,394;6,373;5,021;9,350;2,037;241;1,028;2,135;4,975;1,843;3,129;9,551;480;;;
05562032;Recklinghausen, Stadt;41,599;22,642;18,957;36,853;4,711;680;3,359;8,543;41,933;14,869;27,022;26,728;2,575;;;
05562036;Waltrop, Stadt;10,945;5,768;5,177;10,273;670;157;803;2,334;6,643;2,521;4,120;8,424;637;;;
;;;;;;;;;;;;;;;;;
05562;Recklinghausen;223,290;122,641;100,649;201,895;21,237;4,009;18,537;46,349;171,583;113,060;58,435;110,220;12,546;;;
;;;;;;;;;;;;;;;;;
05566004;Altenberge;4,305;2,276;2,029;4,011;293;95;375;1,006;4,671;937;3,731;3,368;283;;;
05566008;Emsdetten, Stadt;15,670;8,612;7,058;14,534;1,130;361;1,425;3,398;15,135;6,931;8,196;8,738;922;;;
05566012;Greven, Stadt;15,593;8,397;7,196;14,273;1,310;298;1,217;3,478;14,707;5,084;9,617;10,509;938;;;
05566016;Hörstel, Stadt;8,700;4,888;3,812;8,329;371;230;872;1,880;7,253;2,437;4,814;6,263;410;;;
05566020;Hopsten;3,271;1,885;1,386;3,138;132;107;354;639;1,772;683;1,089;2,588;171;;;
05566024;Horstmar, St. d. Burgmannshöfe;2,781;1,601;1,180;2,587;192;76;270;553;1,655;506;1,149;2,275;123;;;
05566028;Ibbenbüren, Stadt;21,536;11,759;9,777;20,129;1,395;495;1,916;4,360;18,383;8,345;10,033;13,179;1,174;;;
05566032;Ladbergen;2,942;1,601;1,341;2,674;267;76;224;611;2,523;678;1,840;2,263;214;;;
05566036;Laer;2,765;1,498;1,267;2,556;209;87;239;587;1,080;401;679;2,364;181;;;
05566040;Lengerich, Stadt;9,564;5,522;4,042;8,015;1,544;258;829;2,034;10,521;4,131;6,388;5,433;539;;;
05566044;Lienen;3,528;1,968;1,560;3,299;228;75;300;790;1,322;555;765;2,973;188;;;
05566048;Lotte;6,110;3,413;2,697;5,500;609;126;443;1,389;4,315;787;3,528;5,323;248;;;
05566052;Metelen;2,686;1,499;1,187;2,539;146;85;282;565;1,310;496;813;2,190;141;;;
05566056;Mettingen;4,994;2,679;2,315;4,746;243;140;441;1,138;4,913;1,467;3,446;3,526;253;;;
05566060;Neuenkirchen;5,885;3,355;2,530;5,565;319;170;563;1,166;3,685;1,285;2,399;4,599;298;;;
05566064;Nordwalde;3,995;2,213;1,782;3,791;203;105;368;865;3,100;1,011;2,088;2,984;235;;;
05566068;Ochtrup, Stadt;8,265;4,588;3,677;7,720;542;278;798;1,580;7,424;3,528;3,893;4,736;478;;;
05566072;Recke;4,951;2,753;2,198;4,650;295;152;494;1,004;2,444;924;1,516;4,026;223;;;
05566076;Rheine, Stadt;30,488;16,915;13,573;27,761;2,712;628;2,724;6,228;31,141;15,625;15,504;14,861;1,754;;;
05566080;Saerbeck, NRW-Klimakommune;3,025;1,644;1,381;2,860;165;72;267;677;2,413;592;1,820;2,433;197;;;
05566084;Steinfurt, Stadt;13,633;7,425;6,208;12,579;1,047;353;1,279;2,980;11,813;4,629;7,181;9,004;808;;;
05566088;Tecklenburg, Stadt;3,562;1,946;1,616;3,345;212;78;260;819;4,297;630;3,667;2,931;187;;;
05566092;Westerkappeln;4,827;2,592;2,235;4,602;224;110;381;1,145;3,729;833;2,892;3,993;309;;;
05566096;Wettringen;3,499;1,961;1,538;3,276;223;127;317;653;2,194;813;1,381;2,686;220;;;
;;;;;;;;;;;;;;;;;
05566;Steinfurt;186,575;102,990;83,585;172,479;14,011;4,582;16,638;39,545;161,800;122,797;38,940;63,756;10,494;;;
;;;;;;;;;;;;;;;;;
05570004;Ahlen, Stadt;19,463;11,056;8,407;16,914;2,542;462;1,822;3,772;15,859;8,222;7,631;11,240;1,137;;;
05570008;Beckum, Stadt;15,051;8,662;6,389;13,361;1,683;328;1,310;3,372;15,902;6,915;8,985;8,136;865;;;
05570012;Beelen;2,754;1,609;1,145;2,497;257;74;265;599;2,343;607;1,735;2,147;151;;;
05570016;Drensteinfurt, Stadt;6,563;3,439;3,124;6,329;231;139;459;1,538;2,433;981;1,452;5,581;338;;;
05570020;Ennigerloh, Stadt;8,517;4,865;3,652;7,775;739;220;682;1,889;5,883;2,221;3,662;6,296;378;;;
05570024;Everswinkel;3,929;2,111;1,818;3,690;238;75;326;893;2,948;931;2,014;2,997;242;;;
05570028;Oelde, Stadt;13,441;7,854;5,587;11,311;2,126;337;1,224;2,789;11,575;5,142;6,431;8,299;651;;;
05570032;Ostbevern;4,492;2,479;2,013;4,269;222;122;398;1,009;3,218;1,231;1,985;3,261;282;;;
05570036;Sassenberg, Stadt;6,372;3,626;2,746;5,840;532;162;611;1,420;4,752;1,845;2,905;4,527;291;;;
05570040;Sendenhorst, Stadt;5,566;3,016;2,550;5,157;407;119;425;1,221;4,726;1,827;2,895;3,739;330;;;
05570044;Telgte, Stadt;7,862;4,114;3,748;7,320;540;138;523;1,892;6,783;2,221;4,557;5,640;500;;;
05570048;Wadersloh;5,422;3,044;2,378;4,960;461;151;444;1,215;2,915;1,321;1,593;4,101;286;;;
05570052;Warendorf, Stadt;15,296;8,291;7,005;14,329;948;310;1,212;3,465;14,291;6,071;8,215;9,224;1,061;;;
;;;;;;;;;;;;;;;;;
05570;Warendorf;114,728;64,166;50,562;103,752;10,926;2,637;9,701;25,074;93,628;67,654;25,941;47,069;6,512;;;
;;;;;;;;;;;;;;;;;
055;Reg.-Bez. Münster;1,014,852;558,143;456,709;926,213;87,995;21,898;88,936;209,625;933,966;767,661;165,910;247,122;60,132;;;
;;;;;;;;;;;;;;;;;
05711000;Bielefeld, Stadt;128,488;69,504;58,984;112,298;16,055;2,152;10,799;25,694;158,107;88,478;69,551;40,005;8,181;;;
;;;;;;;;;;;;;;;;;
05754004;Borgholzhausen, Stadt;3,980;2,224;1,756;3,473;505;121;384;890;3,884;928;2,953;3,052;191;;;
05754008;Gütersloh, Stadt;42,824;24,022;18,802;36,042;6,753;840;3,680;9,102;57,648;22,198;35,407;20,625;2,452;;;
05754012;Halle (Westf.), Stadt;8,842;4,826;4,016;8,099;740;189;724;2,108;13,612;3,331;10,275;5,511;557;;;
05754016;Harsewinkel, Mähdrescherstadt;10,942;6,417;4,525;9,496;1,443;304;1,102;2,215;11,406;3,958;7,440;6,984;519;;;
05754020;Herzebrock-Clarholz;7,743;4,515;3,228;6,561;1,178;184;691;1,526;6,190;1,940;4,249;5,803;392;;;
05754024;Langenberg;3,807;2,200;1,607;3,403;402;117;314;802;1,773;580;1,192;3,227;181;;;
05754028;Rheda-Wiedenbrück, Stadt;22,105;12,706;9,399;17,221;4,877;560;2,096;4,374;21,387;8,249;13,117;13,856;1,161;;;
05754032;Rietberg, Stadt;13,188;7,611;5,577;11,589;1,594;359;1,331;2,605;14,952;5,224;9,706;7,964;787;;;
05754036;Schloß Holte-Stukenbrock, St.;11,040;6,174;4,866;10,420;614;272;1,046;2,485;13,861;3,423;10,416;7,617;753;;;
05754040;Steinhagen;8,383;4,481;3,902;7,835;542;170;637;1,847;7,958;1,987;5,964;6,396;475;;;
05754044;Verl, Stadt;12,063;7,105;4,958;10,283;1,775;280;1,134;2,329;17,305;3,976;13,319;8,086;682;;;
05754048;Versmold, Stadt;9,784;5,543;4,241;8,330;1,449;258;899;2,108;9,230;3,967;5,257;5,817;510;;;
05754052;Werther (Westf.), Stadt;4,424;2,388;2,036;4,071;352;83;333;1,119;3,224;902;2,319;3,522;284;;;
;;;;;;;;;;;;;;;;;
05754;Gütersloh;159,125;90,212;68,913;136,823;22,224;3,737;14,371;33,510;182,430;112,184;70,093;46,939;8,944;;;
;;;;;;;;;;;;;;;;;
05758004;Bünde, Stadt;18,662;10,121;8,541;17,290;1,352;387;1,515;4,346;15,350;6,339;9,007;12,323;1,230;;;
05758008;Enger, Widukindstadt;8,410;4,489;3,921;7,939;462;173;625;2,060;5,210;1,276;3,933;7,134;459;;;
05758012;Herford, Hansestadt;25,908;14,082;11,826;23,077;2,804;501;2,188;5,714;34,792;11,501;23,278;14,406;1,943;;;
05758016;Hiddenhausen;8,105;4,309;3,796;7,614;484;135;587;1,989;5,126;1,122;4,002;6,982;408;;;
05758020;Kirchlengern;6,773;3,702;3,071;6,489;277;159;520;1,615;7,236;1,331;5,903;5,442;390;;;
05758024;Löhne, Stadt;16,627;9,058;7,569;15,048;1,561;327;1,283;3,755;13,806;4,727;9,069;11,900;915;;;
05758028;Rödinghausen;4,259;2,300;1,959;4,083;172;105;351;1,008;4,160;851;3,306;3,408;236;;;
05758032;Spenge, Stadt;5,812;3,113;2,699;5,485;323;119;441;1,460;3,073;952;2,120;4,860;301;;;
05758036;Vlotho, Stadt;7,601;4,106;3,495;7,047;544;133;601;1,861;6,543;2,128;4,412;5,472;482;;;
;;;;;;;;;;;;;;;;;
05758;Herford;102,157;55,280;46,877;94,072;7,979;2,039;8,111;23,808;95,296;60,263;34,994;41,891;6,364;;;
;;;;;;;;;;;;;;;;;
05762004;Bad Driburg, Stadt;7,366;4,001;3,365;6,973;386;149;490;1,824;6,670;3,248;3,418;4,117;450;;;
05762008;Beverungen, Stadt;4,939;2,785;2,154;4,718;220;126;430;1,151;3,060;1,496;1,564;3,442;356;;;
05762012;Borgentreich, Orgelstadt;3,571;2,014;1,557;3,495;75;99;301;802;1,726;807;918;2,764;201;;;
05762016;Brakel, Stadt;6,327;3,567;2,760;5,989;338;179;588;1,470;6,005;2,606;3,399;3,721;413;;;
05762020;Höxter, Stadt;11,233;6,228;5,005;10,684;546;220;866;2,639;11,265;5,246;6,018;5,987;718;;;
05762024;Marienmünster, Stadt;2,059;1,155;904;2,012;47;51;177;511;1,188;378;810;1,681;107;;;
05762028;Nieheim, Stadt;2,404;1,366;1,038;2,330;74;55;206;592;1,064;425;639;1,979;136;;;
05762032;Steinheim, Stadt;5,096;2,843;2,253;4,838;257;122;449;1,153;4,099;1,511;2,588;3,585;321;;;
05762036;Warburg, Hansestadt;9,199;5,173;4,026;8,755;442;225;773;2,144;9,287;4,526;4,758;4,673;648;;;
05762040;Willebadessen, Stadt;3,105;1,808;1,297;3,024;80;119;286;716;960;519;441;2,586;161;;;
;;;;;;;;;;;;;;;;;
05762;Höxter;55,299;30,940;24,359;52,818;2,465;1,345;4,566;13,002;45,324;34,126;11,189;21,171;3,511;;;
;;;;;;;;;;;;;;;;;
05766004;Augustdorf;3,949;2,342;1,607;3,426;520;153;505;796;2,625;813;1,810;3,136;178;;;
05766008;Bad Salzuflen, Stadt;20,119;10,900;9,219;18,111;1,992;371;1,545;4,649;18,336;7,644;10,686;12,474;1,426;;;
05766012;Barntrup, Stadt;3,499;1,921;1,578;3,359;139;73;327;841;2,343;789;1,553;2,710;183;;;
05766016;Blomberg, Stadt;6,187;3,415;2,772;5,900;285;153;559;1,543;8,478;2,146;6,331;4,041;328;;;
05766020;Detmold, Stadt;27,867;14,676;13,191;25,970;1,878;490;2,290;6,403;33,341;14,829;18,500;13,037;1,932;;;
05766024;Dörentrup;3,222;1,766;1,456;3,141;80;89;246;794;2,227;573;1,654;2,649;170;;;
05766028;Extertal;4,592;2,525;2,067;4,408;184;83;350;1,186;2,992;1,303;1,689;3,289;255;;;
05766032;Horn-Bad Meinberg, Stadt;6,491;3,525;2,966;5,998;489;151;550;1,527;3,481;1,488;1,991;5,003;376;;;
05766036;Kalletal;5,592;3,072;2,520;5,396;195;133;439;1,360;2,491;1,184;1,306;4,408;266;;;
05766040;Lage, Stadt;13,254;7,448;5,806;12,520;721;355;1,160;3,044;6,946;2,666;4,277;10,588;732;;;
05766044;Lemgo, Stadt;16,517;8,993;7,524;15,541;967;272;1,401;3,766;18,821;7,493;11,322;9,022;1,033;;;
05766048;Leopoldshöhe;6,588;3,700;2,888;6,283;299;128;506;1,530;4,691;947;3,742;5,641;377;;;
05766052;Lügde, Stadt der Osterräder;3,978;2,125;1,853;3,828;149;101;339;949;1,621;722;899;3,256;224;;;
05766056;Oerlinghausen, Stadt;6,706;3,651;3,055;6,312;392;128;482;1,568;3,881;880;2,998;5,826;362;;;
05766060;Schieder-Schwalenberg, Stadt;3,283;1,837;1,446;3,171;110;90;314;802;1,304;439;865;2,844;140;;;
05766064;Schlangen;3,870;2,185;1,685;3,647;221;83;341;902;1,605;549;1,055;3,320;146;;;
;;;;;;;;;;;;;;;;;
05766;Lippe;135,714;74,081;61,633;127,011;8,621;2,853;11,354;31,660;115,183;87,525;27,618;48,184;8,128;;;
;;;;;;;;;;;;;;;;;
05770004;Bad Oeynhausen, Stadt;19,711;10,522;9,189;17,919;1,777;326;1,497;4,466;24,251;8,727;15,514;10,984;1,395;;;
05770008;Espelkamp, Stadt;10,182;5,881;4,301;9,311;865;325;1,023;2,327;12,085;4,223;7,855;5,959;488;;;
05770012;Hille;6,660;3,515;3,145;6,458;202;142;504;1,678;3,318;1,136;2,181;5,524;361;;;
05770016;Hüllhorst;5,617;3,064;2,553;5,411;202;138;516;1,317;3,669;1,158;2,511;4,459;332;;;
05770020;Lübbecke, Stadt;10,832;5,901;4,931;9,974;849;239;938;2,496;13,337;4,010;9,321;6,822;730;;;
05770024;Minden, Stadt;30,621;16,723;13,898;27,952;2,640;580;2,631;7,108;40,843;16,826;24,000;13,794;2,013;;;
05770028;Petershagen, Stadt;10,323;5,560;4,763;10,044;273;241;821;2,536;4,351;2,134;2,213;8,189;474;;;
05770032;Porta Westfalica, Stadt;14,411;7,893;6,518;13,809;597;253;1,154;3,283;12,850;3,975;8,869;10,436;769;;;
05770036;Preußisch Oldendorf, Stadt;5,371;2,997;2,374;5,076;295;124;443;1,279;3,256;1,151;2,102;4,220;275;;;
05770040;Rahden, Stadt;6,748;3,803;2,945;6,403;343;175;576;1,583;4,909;2,054;2,854;4,694;407;;;
05770044;Stemwede;5,586;3,133;2,453;5,360;225;154;445;1,470;6,426;1,919;4,507;3,667;324;;;
;;;;;;;;;;;;;;;;;
05770;Minden-Lübbecke;126,062;68,992;57,070;117,717;8,268;2,697;10,548;29,543;129,295;90,125;39,115;35,936;7,568;;;
;;;;;;;;;;;;;;;;;
05774004;Altenbeken;3,583;1,991;1,592;3,456;126;92;291;831;1,348;582;766;3,001;142;;;
05774008;Bad Lippspringe, Stadt;6,022;3,300;2,722;5,318;698;88;449;1,361;4,371;1,529;2,841;4,488;390;;;
05774012;Borchen;5,444;3,003;2,441;5,185;257;148;411;1,278;2,774;842;1,931;4,601;287;;;
05774016;Büren, Stadt;8,921;5,208;3,713;8,381;535;241;866;1,895;6,650;2,955;3,693;5,965;609;;;
05774020;Delbrück, Stadt;13,388;7,764;5,624;12,443;937;443;1,299;2,734;9,077;4,474;4,600;8,912;746;;;
05774024;Hövelhof, Sennegemeinde;7,007;3,966;3,041;6,677;328;200;659;1,520;6,171;2,362;3,809;4,645;384;;;
05774028;Lichtenau, Stadt;4,398;2,516;1,882;4,241;157;106;343;1,019;2,136;903;1,230;3,495;230;;;
05774032;Paderborn, Stadt;59,566;33,507;26,059;53,836;5,688;1,048;5,291;11,643;75,360;37,546;37,779;21,970;3,837;;;
05774036;Salzkotten, Stadt;10,234;5,707;4,527;9,741;485;229;846;2,317;7,966;2,919;5,044;7,314;575;;;
05774040;Bad Wünnenberg, Stadt;5,353;3,057;2,296;4,996;356;154;502;1,134;4,350;1,815;2,534;3,538;329;;;
;;;;;;;;;;;;;;;;;
05774;Paderborn;123,916;70,019;53,897;114,274;9,567;2,749;10,957;25,732;120,203;90,085;30,069;33,771;7,529;;;
;;;;;;;;;;;;;;;;;
057;Reg.-Bez. Detmold;830,761;459,028;371,733;755,013;75,179;17,572;70,706;182,949;845,838;731,462;113,953;99,221;50,225;;;
;;;;;;;;;;;;;;;;;
05911000;Bochum, Stadt;132,087;71,363;60,724;118,602;13,363;1,610;10,392;26,544;136,377;67,196;69,132;64,885;7,821;;;
;;;;;;;;;;;;;;;;;
05913000;Dortmund, Stadt;215,842;119,310;96,532;184,148;31,498;3,199;17,915;40,939;246,603;133,641;112,835;82,189;12,779;;;
;;;;;;;;;;;;;;;;;
05914000;Hagen, St. der FernUniversität;69,601;39,150;30,451;58,287;11,254;1,231;5,935;15,088;71,165;39,246;31,902;30,355;4,035;;;
;;;;;;;;;;;;;;;;;
05915000;Hamm, Stadt;65,365;36,608;28,757;56,707;8,602;1,396;6,026;12,501;60,428;37,778;22,614;27,585;3,534;;;
;;;;;;;;;;;;;;;;;
05916000;Herne, Stadt;53,658;29,875;23,783;46,340;7,270;920;4,713;10,916;46,007;19,463;26,525;34,194;2,799;;;
;;;;;;;;;;;;;;;;;
05954004;Breckerfeld, Hansestadt;3,468;1,837;1,631;3,326;142;56;242;827;1,957;629;1,326;2,839;192;;;
05954008;Ennepetal, St. d. Kluterthöhle;11,963;6,570;5,393;10,806;1,153;215;941;2,858;14,469;4,136;10,331;7,827;727;;;
05954012;Gevelsberg, Stadt;12,241;6,633;5,608;10,892;1,344;215;952;2,815;8,995;2,748;6,245;9,493;832;;;
05954016;Hattingen, Stadt;20,647;11,050;9,597;19,126;1,503;273;1,442;4,848;12,812;5,855;6,953;14,791;1,243;;;
05954020;Herdecke, Stadt;8,725;4,487;4,238;8,161;556;109;602;2,174;7,568;1,781;5,784;6,944;524;;;
05954024;Schwelm, Stadt;10,593;5,737;4,856;9,424;1,162;159;788;2,320;10,739;2,758;7,976;7,835;732;;;
05954028;Sprockhövel, Stadt;9,810;5,094;4,716;9,397;410;135;697;2,450;7,490;1,760;5,722;8,050;701;;;
05954032;Wetter (Ruhr), Stadt;10,930;5,911;5,019;10,097;829;175;826;2,640;12,225;3,318;8,902;7,611;605;;;
05954036;Witten, Stadt;36,089;19,768;16,321;32,770;3,288;508;2,701;8,146;33,737;14,847;18,877;21,241;2,197;;;
;;;;;;;;;;;;;;;;;
05954;Ennepe-Ruhr-Kreis;124,466;67,087;57,379;113,999;10,387;1,845;9,191;29,078;109,992;61,175;48,773;63,288;7,753;;;
;;;;;;;;;;;;;;;;;
05958004;Arnsberg, Stadt;29,463;16,545;12,918;27,020;2,429;627;2,370;6,721;31,559;18,404;13,145;11,059;1,893;;;
05958008;Bestwig;4,526;2,630;1,896;3,950;575;116;417;1,001;3,792;1,329;2,461;3,197;270;;;
05958012;Brilon, Stadt;10,839;6,133;4,706;10,198;636;251;933;2,466;13,684;6,760;6,917;4,078;800;;;
05958016;Eslohe (Sauerland);3,661;2,197;1,464;3,444;216;120;346;716;2,858;1,433;1,425;2,228;278;;;
05958020;Hallenberg, Stadt;1,879;1,133;746;1,742;135;60;166;401;1,819;655;1,162;1,224;109;;;
05958024;Marsberg, Stadt;8,272;4,711;3,561;7,794;474;185;697;2,076;6,956;4,585;2,369;3,687;437;;;
05958028;Medebach, Hansestadt;3,365;1,958;1,407;3,097;267;98;317;685;2,552;1,305;1,244;2,060;190;;;
05958032;Meschede, Krs.-/Hochschulstadt;11,887;6,817;5,070;10,824;1,052;364;1,050;2,616;13,726;6,010;7,714;5,877;861;;;
05958036;Olsberg, Stadt;6,298;3,535;2,763;5,966;331;166;533;1,467;6,381;2,631;3,746;3,667;387;;;
05958040;Schmallenberg, Stadt;10,859;6,171;4,688;10,042;812;370;1,045;2,185;10,353;6,792;3,558;4,067;752;;;
05958044;Sundern (Sauerland), Stadt;11,675;6,756;4,919;10,611;1,052;272;1,004;2,615;9,423;5,888;3,533;5,787;730;;;
05958048;Winterberg, Stadt;5,471;2,991;2,480;5,035;433;149;492;1,236;4,179;2,547;1,630;2,923;525;;;
;;;;;;;;;;;;;;;;;
05958;Hochsauerlandkreis;108,195;61,577;46,618;99,723;8,412;2,778;9,370;24,185;107,282;84,703;22,540;23,490;7,232;;;
;;;;;;;;;;;;;;;;;
05962004;Altena, Stadt;6,686;3,813;2,873;6,048;633;144;572;1,608;5,167;2,101;3,062;4,585;370;;;
05962008;Balve, Stadt;4,770;2,696;2,074;4,507;262;128;404;1,131;2,790;1,393;1,397;3,377;292;;;
05962012;Halver, Stadt;6,726;3,743;2,983;6,029;692;162;572;1,658;6,977;2,750;4,220;3,976;473;;;
05962016;Hemer, Stadt;13,797;7,738;6,059;12,343;1,445;235;1,049;3,302;12,795;4,898;7,894;8,898;742;;;
05962020;Herscheid;2,874;1,622;1,252;2,684;186;64;212;693;2,033;615;1,417;2,259;132;;;
05962024;Iserlohn, Stadt;35,011;19,419;15,592;30,997;3,985;640;2,902;8,032;37,644;17,593;20,032;17,418;2,321;;;
05962028;Kierspe, Stadt;6,576;3,853;2,723;6,094;480;182;647;1,412;4,825;1,877;2,947;4,699;332;;;
05962032;Lüdenscheid, Stadt;29,780;16,525;13,255;24,788;4,965;528;2,397;6,512;38,023;18,989;19,013;10,790;1,927;;;
05962036;Meinerzhagen, Stadt;8,120;4,837;3,283;7,335;784;258;766;1,817;9,321;3,599;5,720;4,521;482;;;
05962040;Menden (Sauerland), Stadt;21,429;11,994;9,435;19,549;1,861;371;1,759;5,010;15,796;8,694;7,097;12,734;1,158;;;
05962044;Nachrodt-Wiblingwerde;2,503;1,431;1,072;2,274;227;56;200;561;1,064;317;747;2,186;110;;;
05962048;Neuenrade, Stadt;4,838;2,803;2,035;4,301;532;99;420;1,104;3,976;1,607;2,368;3,231;264;;;
05962052;Plettenberg, Stadt;10,156;6,006;4,150;8,473;1,654;265;866;2,193;11,995;6,397;5,594;3,759;619;;;
05962056;Schalksmühle;4,419;2,420;1,999;4,119;299;105;323;1,032;4,234;1,147;3,087;3,272;257;;;
05962060;Werdohl, Stadt;6,811;4,163;2,648;5,355;1,443;166;613;1,398;6,936;2,546;4,389;4,265;330;;;
;;;;;;;;;;;;;;;;;
05962;Märkischer Kreis;164,496;93,063;71,433;144,896;19,448;3,403;13,702;37,463;163,576;127,168;36,339;37,325;9,809;;;
;;;;;;;;;;;;;;;;;
05966004;Attendorn, Hansestadt;10,543;6,118;4,425;9,170;1,366;290;899;2,280;14,792;6,294;8,494;4,249;588;;;
05966008;Drolshagen, Stadt;5,244;3,081;2,163;4,840;403;168;468;1,074;3,434;1,367;2,066;3,877;278;;;
05966012;Finnentrop;7,572;4,605;2,967;6,681;885;240;731;1,550;5,576;2,814;2,760;4,758;349;;;
05966016;Kirchhundem;4,984;2,982;2,002;4,708;275;188;485;1,065;3,768;1,575;2,192;3,409;244;;;
05966020;Lennestadt, Stadt;10,600;6,234;4,366;9,765;830;340;963;2,209;9,764;4,925;4,835;5,675;658;;;
05966024;Olpe, Stadt;10,199;5,711;4,488;9,258;935;250;864;2,199;15,990;4,613;11,369;5,585;785;;;
05966028;Wenden;8,687;5,038;3,649;8,187;495;248;781;1,773;6,835;2,509;4,325;6,178;412;;;
;;;;;;;;;;;;;;;;;
